Scene #, Start Time, Start Frame, End Time, End Frame
1,00:00:00.000,0,00:00:01.667,50
2,00:00:01.667,50,00:00:02.967,89
3,00:00:02.967,89,00:00:03.633,109
4,00:00:03.633,109,00:00:04.167,125
5,00:00:04.167,125,00:00:05.633,169
6,00:00:05.633,169,00:00:09.333,280
7,00:00:09.333,280,00:00:12.767,383
8,00:00:12.767,383,00:00:15.733,472
9,00:00:15.733,472,00:00:16.800,504
10,00:00:16.800,504,00:00:18.433,553
11,00:00:18.433,553,00:00:18.967,569
12,00:00:18.967,569,00:00:19.700,591
13,00:00:19.700,591,00:00:20.267,608
14,00:00:20.267,608,00:00:20.933,628
15,00:00:20.933,628,00:00:21.800,654
16,00:00:21.800,654,00:00:23.933,718
17,00:00:23.933,718,00:00:25.167,755
18,00:00:25.167,755,00:00:27.500,825
19,00:00:27.500,825,00:00:29.067,872
20,00:00:29.067,872,00:00:30.600,918
21,00:00:30.600,918,00:00:31.900,957
22,00:00:31.900,957,00:00:33.033,991
23,00:00:33.033,991,00:00:34.833,1045
24,00:00:34.833,1045,00:00:36.133,1084
25,00:00:36.133,1084,00:00:37.567,1127
26,00:00:37.567,1127,00:00:39.533,1186
27,00:00:39.533,1186,00:00:41.667,1250
28,00:00:41.667,1250,00:00:44.267,1328
29,00:00:44.267,1328,00:00:45.100,1353
30,00:00:45.100,1353,00:00:46.300,1389
31,00:00:46.300,1389,00:00:46.800,1404
32,00:00:46.800,1404,00:00:47.300,1419
33,00:00:47.300,1419,00:00:47.800,1434
34,00:00:47.800,1434,00:00:49.867,1496
35,00:00:49.867,1496,00:00:53.067,1592
36,00:00:53.067,1592,00:00:55.067,1652
37,00:00:55.067,1652,00:00:55.800,1674
38,00:00:55.800,1674,00:00:58.267,1748
39,00:00:58.267,1748,00:00:59.867,1796
40,00:00:59.867,1796,00:01:03.433,1903
41,00:01:03.433,1903,00:01:12.833,2185
42,00:01:12.833,2185,00:01:14.100,2223
43,00:01:14.100,2223,00:01:16.067,2282
44,00:01:16.067,2282,00:01:20.700,2421
45,00:01:20.700,2421,00:01:21.367,2441
46,00:01:21.367,2441,00:01:22.633,2479
47,00:01:22.633,2479,00:01:26.833,2605
48,00:01:26.833,2605,00:01:28.200,2646
49,00:01:28.200,2646,00:01:31.800,2754
50,00:01:31.800,2754,00:01:34.500,2835
51,00:01:34.500,2835,00:01:40.433,3013
52,00:01:40.433,3013,00:01:41.133,3034
53,00:01:41.133,3034,00:01:41.933,3058
54,00:01:41.933,3058,00:01:42.767,3083
55,00:01:42.767,3083,00:01:43.600,3108
56,00:01:43.600,3108,00:01:44.300,3129
57,00:01:44.300,3129,00:01:44.800,3144
58,00:01:44.800,3144,00:01:45.533,3166
59,00:01:45.533,3166,00:01:47.267,3218
60,00:01:47.267,3218,00:01:47.767,3233
61,00:01:47.767,3233,00:01:54.900,3447
62,00:01:54.900,3447,00:02:00.467,3614
63,00:02:00.467,3614,00:02:02.967,3689
64,00:02:02.967,3689,00:02:03.733,3712
65,00:02:03.733,3712,00:02:04.233,3727
66,00:02:04.233,3727,00:02:10.300,3909
67,00:02:10.300,3909,00:02:13.500,4005
68,00:02:13.500,4005,00:02:17.400,4122
69,00:02:17.400,4122,00:02:19.067,4172
70,00:02:19.067,4172,00:02:22.133,4264
71,00:02:22.133,4264,00:02:24.467,4334
72,00:02:24.467,4334,00:02:27.567,4427
73,00:02:27.567,4427,00:02:30.533,4516
74,00:02:30.533,4516,00:02:34.167,4625
75,00:02:34.167,4625,00:02:39.200,4776
76,00:02:39.200,4776,00:02:40.500,4815
77,00:02:40.500,4815,00:02:48.033,5041
78,00:02:48.033,5041,00:02:48.867,5066
79,00:02:48.867,5066,00:02:49.600,5088
80,00:02:49.600,5088,00:02:51.267,5138
81,00:02:51.267,5138,00:02:56.267,5288
82,00:02:56.267,5288,00:02:56.967,5309
83,00:02:56.967,5309,00:02:58.600,5358
84,00:02:58.600,5358,00:02:59.300,5379
85,00:02:59.300,5379,00:02:59.967,5399
