Scene #, Start Time, Start Frame, End Time, End Frame
1,00:00:00.000,0,00:00:42.833,1285
2,00:00:42.833,1285,00:00:43.900,1317
3,00:00:43.900,1317,00:00:45.267,1358
4,00:00:45.267,1358,00:00:46.167,1385
5,00:00:46.167,1385,00:00:47.400,1422
6,00:00:47.400,1422,00:00:48.300,1449
7,00:00:48.300,1449,00:00:49.300,1479
8,00:00:49.300,1479,00:00:51.100,1533
9,00:00:51.100,1533,00:00:51.733,1552
10,00:00:51.733,1552,00:00:53.300,1599
11,00:00:53.300,1599,00:00:53.900,1617
12,00:00:53.900,1617,00:00:54.800,1644
13,00:00:54.800,1644,00:00:55.367,1661
14,00:00:55.367,1661,00:00:56.033,1681
15,00:00:56.033,1681,00:00:56.533,1696
16,00:00:56.533,1696,00:00:57.200,1716
17,00:00:57.200,1716,00:00:58.800,1764
18,00:00:58.800,1764,00:00:59.467,1784
19,00:00:59.467,1784,00:01:02.500,1875
20,00:01:02.500,1875,00:01:03.900,1917
21,00:01:03.900,1917,00:01:09.167,2075
22,00:01:09.167,2075,00:01:19.067,2372
23,00:01:19.067,2372,00:01:26.267,2588
24,00:01:26.267,2588,00:01:29.900,2697
25,00:01:29.900,2697,00:01:32.267,2768
26,00:01:32.267,2768,00:01:42.833,3085
27,00:01:42.833,3085,00:01:45.233,3157
28,00:01:45.233,3157,00:01:52.333,3370
29,00:01:52.333,3370,00:02:09.233,3877
30,00:02:09.233,3877,00:02:13.433,4003
31,00:02:13.433,4003,00:02:20.200,4206
32,00:02:20.200,4206,00:02:34.467,4634
33,00:02:34.467,4634,00:02:42.833,4885
34,00:02:42.833,4885,00:03:01.600,5448
35,00:03:01.600,5448,00:03:15.100,5853
36,00:03:15.100,5853,00:03:21.800,6054
37,00:03:21.800,6054,00:03:28.233,6247
38,00:03:28.233,6247,00:03:33.467,6404
39,00:03:33.467,6404,00:03:40.333,6610
40,00:03:40.333,6610,00:03:50.700,6921
41,00:03:50.700,6921,00:03:59.600,7188
42,00:03:59.600,7188,00:04:02.167,7265
43,00:04:02.167,7265,00:04:06.633,7399
44,00:04:06.633,7399,00:04:08.700,7461
45,00:04:08.700,7461,00:04:12.467,7574
46,00:04:12.467,7574,00:04:16.033,7681
47,00:04:16.033,7681,00:04:17.667,7730
48,00:04:17.667,7730,00:04:23.200,7896
49,00:04:23.200,7896,00:04:27.933,8038
50,00:04:27.933,8038,00:05:03.600,9108
51,00:05:03.600,9108,00:05:05.800,9174
52,00:05:05.800,9174,00:05:10.767,9323
53,00:05:10.767,9323,00:05:17.433,9523
54,00:05:17.433,9523,00:05:22.400,9672
55,00:05:22.400,9672,00:05:34.600,10038
56,00:05:34.600,10038,00:05:37.267,10118
57,00:05:37.267,10118,00:05:39.100,10173
58,00:05:39.100,10173,00:05:44.967,10349
59,00:05:44.967,10349,00:05:47.400,10422
60,00:05:47.400,10422,00:05:50.600,10518
61,00:05:50.600,10518,00:06:05.233,10957
62,00:06:05.233,10957,00:06:22.167,11465
63,00:06:22.167,11465,00:06:26.333,11590
64,00:06:26.333,11590,00:06:28.467,11654
65,00:06:28.467,11654,00:06:32.067,11762
66,00:06:32.067,11762,00:06:41.367,12041
67,00:06:41.367,12041,00:06:43.700,12111
68,00:06:43.700,12111,00:06:48.000,12240
69,00:06:48.000,12240,00:06:50.133,12304
70,00:06:50.133,12304,00:06:57.367,12521
71,00:06:57.367,12521,00:07:00.833,12625
72,00:07:00.833,12625,00:07:04.533,12736
73,00:07:04.533,12736,00:07:13.033,12991
74,00:07:13.033,12991,00:07:15.167,13055
75,00:07:15.167,13055,00:07:19.033,13171
76,00:07:19.033,13171,00:07:24.700,13341
77,00:07:24.700,13341,00:07:25.333,13360
78,00:07:25.333,13360,00:07:29.367,13481
79,00:07:29.367,13481,00:07:34.967,13649
80,00:07:34.967,13649,00:07:36.433,13693
81,00:07:36.433,13693,00:07:38.500,13755
82,00:07:38.500,13755,00:07:41.467,13844
83,00:07:41.467,13844,00:07:47.667,14030
84,00:07:47.667,14030,00:07:55.333,14260
85,00:07:55.333,14260,00:07:58.767,14363
86,00:07:58.767,14363,00:08:05.600,14568
87,00:08:05.600,14568,00:08:08.267,14648
88,00:08:08.267,14648,00:08:12.167,14765
89,00:08:12.167,14765,00:08:15.633,14869
90,00:08:15.633,14869,00:08:17.733,14932
91,00:08:17.733,14932,00:08:20.833,15025
92,00:08:20.833,15025,00:08:25.933,15178
93,00:08:25.933,15178,00:08:27.533,15226
94,00:08:27.533,15226,00:08:29.267,15278
95,00:08:29.267,15278,00:08:32.333,15370
96,00:08:32.333,15370,00:08:37.967,15539
97,00:08:37.967,15539,00:08:39.633,15589
98,00:08:39.633,15589,00:08:41.633,15649
99,00:08:41.633,15649,00:08:50.000,15900
100,00:08:50.000,15900,00:08:51.667,15950
101,00:08:51.667,15950,00:08:52.800,15984
102,00:08:52.800,15984,00:08:54.167,16025
103,00:08:54.167,16025,00:08:55.433,16063
104,00:08:55.433,16063,00:08:58.100,16143
105,00:08:58.100,16143,00:09:02.733,16282
106,00:09:02.733,16282,00:09:05.567,16367
107,00:09:05.567,16367,00:09:07.900,16437
108,00:09:07.900,16437,00:09:11.000,16530
109,00:09:11.000,16530,00:09:13.933,16618
