Scene #, Start Time, Start Frame, End Time, End Frame
1,00:00:00.000,0,00:00:43.400,1302
2,00:00:43.400,1302,00:00:46.700,1401
3,00:00:46.700,1401,00:01:06.433,1993
4,00:01:06.433,1993,00:01:19.300,2379
5,00:01:19.300,2379,00:01:23.100,2493
6,00:01:23.100,2493,00:01:38.600,2958
7,00:01:38.600,2958,00:01:51.433,3343
8,00:01:51.433,3343,00:02:05.033,3751
9,00:02:05.033,3751,00:02:09.467,3884
10,00:02:09.467,3884,00:02:13.333,4000
11,00:02:13.333,4000,00:02:24.933,4348
12,00:02:24.933,4348,00:02:29.933,4498
13,00:02:29.933,4498,00:02:42.633,4879
14,00:02:42.633,4879,00:02:58.500,5355
15,00:02:58.500,5355,00:03:20.133,6004
16,00:03:20.133,6004,00:03:45.733,6772
17,00:03:45.733,6772,00:04:21.933,7858
18,00:04:21.933,7858,00:04:36.467,8294
19,00:04:36.467,8294,00:04:46.467,8594
20,00:04:46.467,8594,00:04:54.300,8829
21,00:04:54.300,8829,00:05:02.100,9063
22,00:05:02.100,9063,00:05:09.167,9275
23,00:05:09.167,9275,00:05:40.200,10206
24,00:05:40.200,10206,00:05:52.367,10571
25,00:05:52.367,10571,00:06:15.667,11270
26,00:06:15.667,11270,00:06:31.233,11737
27,00:06:31.233,11737,00:06:45.600,12168
28,00:06:45.600,12168,00:06:53.867,12416
29,00:06:53.867,12416,00:07:04.533,12736
30,00:07:04.533,12736,00:07:05.133,12754
31,00:07:05.133,12754,00:07:09.600,12888
32,00:07:09.600,12888,00:07:11.467,12944
33,00:07:11.467,12944,00:07:15.233,13057
34,00:07:15.233,13057,00:07:18.967,13169
35,00:07:18.967,13169,00:07:30.067,13502
36,00:07:30.067,13502,00:07:40.800,13824
37,00:07:40.800,13824,00:07:49.400,14082
38,00:07:49.400,14082,00:07:51.767,14153
39,00:07:51.767,14153,00:08:01.167,14435
40,00:08:01.167,14435,00:08:10.600,14718
41,00:08:10.600,14718,00:08:17.867,14936
42,00:08:17.867,14936,00:08:23.767,15113
43,00:08:23.767,15113,00:08:41.467,15644
44,00:08:41.467,15644,00:08:54.800,16044
45,00:08:54.800,16044,00:09:06.733,16402
46,00:09:06.733,16402,00:09:18.700,16761
47,00:09:18.700,16761,00:09:46.167,17585
48,00:09:46.167,17585,00:09:54.067,17822
49,00:09:54.067,17822,00:10:00.367,18011
50,00:10:00.367,18011,00:10:04.533,18136
51,00:10:04.533,18136,00:10:32.233,18967
52,00:10:32.233,18967,00:10:42.100,19263
53,00:10:42.100,19263,00:10:55.867,19676
54,00:10:55.867,19676,00:11:05.100,19953
55,00:11:05.100,19953,00:11:10.967,20129
56,00:11:10.967,20129,00:11:19.533,20386
57,00:11:19.533,20386,00:11:26.200,20586
58,00:11:26.200,20586,00:11:35.900,20877
59,00:11:35.900,20877,00:11:40.767,21023
60,00:11:40.767,21023,00:11:49.600,21288
61,00:11:49.600,21288,00:11:54.733,21442
62,00:11:54.733,21442,00:12:04.033,21721
63,00:12:04.033,21721,00:12:15.567,22067
64,00:12:15.567,22067,00:12:23.200,22296
65,00:12:23.200,22296,00:12:43.167,22895
66,00:12:43.167,22895,00:13:37.600,24528
67,00:13:37.600,24528,00:13:39.667,24590
68,00:13:39.667,24590,00:13:41.700,24651
69,00:13:41.700,24651,00:13:47.667,24830
70,00:13:47.667,24830,00:13:58.267,25148
