Scene #, Start Time, Start Frame, End Time, End Frame
1,00:00:00.000,0,00:00:01.633,49
2,00:00:01.633,49,00:00:02.433,73
3,00:00:02.433,73,00:00:03.033,91
4,00:00:03.033,91,00:00:03.600,108
5,00:00:03.600,108,00:00:04.667,140
6,00:00:04.667,140,00:00:05.300,159
7,00:00:05.300,159,00:00:06.200,186
8,00:00:06.200,186,00:00:07.533,226
9,00:00:07.533,226,00:00:08.200,246
10,00:00:08.200,246,00:00:08.800,264
11,00:00:08.800,264,00:00:10.633,319
12,00:00:10.633,319,00:00:12.233,367
13,00:00:12.233,367,00:00:13.800,414
14,00:00:13.800,414,00:00:15.267,458
15,00:00:15.267,458,00:00:17.567,527
16,00:00:17.567,527,00:00:19.100,573
17,00:00:19.100,573,00:00:20.567,617
18,00:00:20.567,617,00:00:21.567,647
19,00:00:21.567,647,00:00:23.033,691
20,00:00:23.033,691,00:00:25.200,756
21,00:00:25.200,756,00:00:26.100,783
22,00:00:26.100,783,00:00:26.867,806
23,00:00:26.867,806,00:00:27.367,821
24,00:00:27.367,821,00:00:29.100,873
25,00:00:29.100,873,00:00:29.833,895
26,00:00:29.833,895,00:00:30.900,927
27,00:00:30.900,927,00:00:32.333,970
28,00:00:32.333,970,00:00:32.833,985
29,00:00:32.833,985,00:00:33.667,1010
30,00:00:33.667,1010,00:00:34.233,1027
31,00:00:34.233,1027,00:00:35.567,1067
32,00:00:35.567,1067,00:00:36.533,1096
33,00:00:36.533,1096,00:00:38.500,1155
34,00:00:38.500,1155,00:00:40.133,1204
35,00:00:40.133,1204,00:00:42.267,1268
36,00:00:42.267,1268,00:00:43.633,1309
37,00:00:43.633,1309,00:00:45.833,1375
38,00:00:45.833,1375,00:00:46.467,1394
39,00:00:46.467,1394,00:00:46.967,1409
40,00:00:46.967,1409,00:00:47.467,1424
41,00:00:47.467,1424,00:00:48.100,1443
42,00:00:48.100,1443,00:00:48.967,1469
43,00:00:48.967,1469,00:00:50.133,1504
44,00:00:50.133,1504,00:00:51.067,1532
45,00:00:51.067,1532,00:00:51.967,1559
46,00:00:51.967,1559,00:00:52.600,1578
47,00:00:52.600,1578,00:00:53.233,1597
48,00:00:53.233,1597,00:00:53.967,1619
49,00:00:53.967,1619,00:00:54.800,1644
50,00:00:54.800,1644,00:00:55.767,1673
51,00:00:55.767,1673,00:00:57.167,1715
52,00:00:57.167,1715,00:00:58.100,1743
53,00:00:58.100,1743,00:00:58.700,1761
54,00:00:58.700,1761,00:00:59.533,1786
55,00:00:59.533,1786,00:01:00.367,1811
56,00:01:00.367,1811,00:01:01.467,1844
57,00:01:01.467,1844,00:01:02.033,1861
58,00:01:02.033,1861,00:01:02.800,1884
59,00:01:02.800,1884,00:01:05.100,1953
60,00:01:05.100,1953,00:01:05.933,1978
61,00:01:05.933,1978,00:01:06.567,1997
62,00:01:06.567,1997,00:01:07.533,2026
63,00:01:07.533,2026,00:01:08.033,2041
64,00:01:08.033,2041,00:01:09.200,2076
65,00:01:09.200,2076,00:01:10.233,2107
66,00:01:10.233,2107,00:01:11.767,2153
67,00:01:11.767,2153,00:01:13.667,2210
68,00:01:13.667,2210,00:01:14.167,2225
69,00:01:14.167,2225,00:01:15.067,2252
70,00:01:15.067,2252,00:01:16.000,2280
71,00:01:16.000,2280,00:01:16.967,2309
72,00:01:16.967,2309,00:01:18.633,2359
73,00:01:18.633,2359,00:01:19.800,2394
74,00:01:19.800,2394,00:01:20.667,2420
75,00:01:20.667,2420,00:01:21.300,2439
76,00:01:21.300,2439,00:01:22.067,2462
77,00:01:22.067,2462,00:01:23.300,2499
78,00:01:23.300,2499,00:01:24.200,2526
79,00:01:24.200,2526,00:01:24.833,2545
80,00:01:24.833,2545,00:01:25.500,2565
81,00:01:25.500,2565,00:01:26.500,2595
82,00:01:26.500,2595,00:01:28.467,2654
83,00:01:28.467,2654,00:01:30.033,2701
84,00:01:30.033,2701,00:01:31.800,2754
85,00:01:31.800,2754,00:01:32.300,2769
86,00:01:32.300,2769,00:01:33.067,2792
87,00:01:33.067,2792,00:01:35.467,2864
88,00:01:35.467,2864,00:01:36.300,2889
89,00:01:36.300,2889,00:01:37.300,2919
90,00:01:37.300,2919,00:01:38.333,2950
91,00:01:38.333,2950,00:01:38.900,2967
92,00:01:38.900,2967,00:01:39.567,2987
93,00:01:39.567,2987,00:01:40.600,3018
94,00:01:40.600,3018,00:01:41.900,3057
95,00:01:41.900,3057,00:01:42.533,3076
96,00:01:42.533,3076,00:01:43.533,3106
97,00:01:43.533,3106,00:01:44.567,3137
98,00:01:44.567,3137,00:01:45.200,3156
99,00:01:45.200,3156,00:01:46.400,3192
100,00:01:46.400,3192,00:01:47.900,3237
101,00:01:47.900,3237,00:01:48.400,3252
102,00:01:48.400,3252,00:01:50.000,3300
103,00:01:50.000,3300,00:01:52.267,3368
104,00:01:52.267,3368,00:01:53.400,3402
105,00:01:53.400,3402,00:01:54.433,3433
106,00:01:54.433,3433,00:01:55.200,3456
107,00:01:55.200,3456,00:01:56.033,3481
108,00:01:56.033,3481,00:01:58.400,3552
109,00:01:58.400,3552,00:01:59.400,3582
110,00:01:59.400,3582,00:02:00.167,3605
111,00:02:00.167,3605,00:02:02.033,3661
112,00:02:02.033,3661,00:02:03.733,3712
113,00:02:03.733,3712,00:02:04.967,3749
114,00:02:04.967,3749,00:02:05.933,3778
115,00:02:05.933,3778,00:02:08.333,3850
116,00:02:08.333,3850,00:02:09.433,3883
117,00:02:09.433,3883,00:02:11.800,3954
118,00:02:11.800,3954,00:02:12.767,3983
119,00:02:12.767,3983,00:02:14.000,4020
120,00:02:14.000,4020,00:02:15.600,4068
121,00:02:15.600,4068,00:02:16.633,4099
122,00:02:16.633,4099,00:02:17.633,4129
123,00:02:17.633,4129,00:02:19.067,4172
124,00:02:19.067,4172,00:02:19.933,4198
125,00:02:19.933,4198,00:02:20.967,4229
126,00:02:20.967,4229,00:02:21.600,4248
127,00:02:21.600,4248,00:02:22.100,4263
128,00:02:22.100,4263,00:02:22.867,4286
129,00:02:22.867,4286,00:02:23.400,4302
130,00:02:23.400,4302,00:02:25.267,4358
131,00:02:25.267,4358,00:02:25.867,4376
132,00:02:25.867,4376,00:02:27.233,4417
133,00:02:27.233,4417,00:02:28.067,4442
134,00:02:28.067,4442,00:02:28.733,4462
135,00:02:28.733,4462,00:02:29.467,4484
136,00:02:29.467,4484,00:02:30.233,4507
137,00:02:30.233,4507,00:02:30.733,4522
138,00:02:30.733,4522,00:02:31.433,4543
139,00:02:31.433,4543,00:02:32.167,4565
140,00:02:32.167,4565,00:02:33.100,4593
141,00:02:33.100,4593,00:02:33.900,4617
142,00:02:33.900,4617,00:02:35.167,4655
143,00:02:35.167,4655,00:02:35.900,4677
144,00:02:35.900,4677,00:02:36.900,4707
145,00:02:36.900,4707,00:02:37.900,4737
146,00:02:37.900,4737,00:02:38.400,4752
147,00:02:38.400,4752,00:02:39.733,4792
148,00:02:39.733,4792,00:02:41.067,4832
149,00:02:41.067,4832,00:02:42.000,4860
150,00:02:42.000,4860,00:02:42.700,4881
151,00:02:42.700,4881,00:02:43.300,4899
152,00:02:43.300,4899,00:02:44.033,4921
153,00:02:44.033,4921,00:02:44.900,4947
154,00:02:44.900,4947,00:02:45.733,4972
155,00:02:45.733,4972,00:02:46.500,4995
156,00:02:46.500,4995,00:02:48.367,5051
157,00:02:48.367,5051,00:02:49.967,5099
158,00:02:49.967,5099,00:02:50.467,5114
159,00:02:50.467,5114,00:02:52.033,5161
160,00:02:52.033,5161,00:02:53.367,5201
161,00:02:53.367,5201,00:02:54.833,5245
162,00:02:54.833,5245,00:02:56.800,5304
163,00:02:56.800,5304,00:02:58.933,5368
164,00:02:58.933,5368,00:02:59.900,5397
165,00:02:59.900,5397,00:03:00.667,5420
166,00:03:00.667,5420,00:03:02.567,5477
167,00:03:02.567,5477,00:03:04.067,5522
168,00:03:04.067,5522,00:03:05.533,5566
169,00:03:05.533,5566,00:03:06.600,5598
170,00:03:06.600,5598,00:03:07.267,5618
171,00:03:07.267,5618,00:03:07.900,5637
172,00:03:07.900,5637,00:03:08.633,5659
173,00:03:08.633,5659,00:03:10.267,5708
174,00:03:10.267,5708,00:03:11.367,5741
175,00:03:11.367,5741,00:03:12.200,5766
176,00:03:12.200,5766,00:03:13.167,5795
177,00:03:13.167,5795,00:03:14.233,5827
178,00:03:14.233,5827,00:03:16.567,5897
179,00:03:16.567,5897,00:03:17.333,5920
180,00:03:17.333,5920,00:03:19.033,5971
181,00:03:19.033,5971,00:03:19.733,5992
182,00:03:19.733,5992,00:03:20.833,6025
183,00:03:20.833,6025,00:03:21.567,6047
184,00:03:21.567,6047,00:03:22.300,6069
185,00:03:22.300,6069,00:03:23.367,6101
186,00:03:23.367,6101,00:03:25.233,6157
187,00:03:25.233,6157,00:03:27.633,6229
188,00:03:27.633,6229,00:03:29.367,6281
189,00:03:29.367,6281,00:03:30.300,6309
190,00:03:30.300,6309,00:03:30.800,6324
191,00:03:30.800,6324,00:03:31.800,6354
192,00:03:31.800,6354,00:03:33.000,6390
193,00:03:33.000,6390,00:03:33.933,6418
194,00:03:33.933,6418,00:03:34.500,6435
195,00:03:34.500,6435,00:03:35.033,6451
196,00:03:35.033,6451,00:03:35.633,6469
197,00:03:35.633,6469,00:03:37.433,6523
198,00:03:37.433,6523,00:03:38.133,6544
199,00:03:38.133,6544,00:03:39.167,6575
200,00:03:39.167,6575,00:03:43.733,6712
201,00:03:43.733,6712,00:03:44.600,6738
202,00:03:44.600,6738,00:03:45.900,6777
203,00:03:45.900,6777,00:03:47.200,6816
204,00:03:47.200,6816,00:03:48.767,6863
205,00:03:48.767,6863,00:03:49.567,6887
206,00:03:49.567,6887,00:03:51.433,6943
207,00:03:51.433,6943,00:03:52.867,6986
208,00:03:52.867,6986,00:03:53.367,7001
209,00:03:53.367,7001,00:03:54.767,7043
210,00:03:54.767,7043,00:03:55.933,7078
211,00:03:55.933,7078,00:03:57.500,7125
212,00:03:57.500,7125,00:03:58.367,7151
213,00:03:58.367,7151,00:03:59.333,7180
214,00:03:59.333,7180,00:04:00.567,7217
215,00:04:00.567,7217,00:04:01.367,7241
216,00:04:01.367,7241,00:04:02.133,7264
217,00:04:02.133,7264,00:04:03.300,7299
218,00:04:03.300,7299,00:04:04.667,7340
219,00:04:04.667,7340,00:04:05.900,7377
220,00:04:05.900,7377,00:04:06.733,7402
221,00:04:06.733,7402,00:04:07.800,7434
222,00:04:07.800,7434,00:04:08.867,7466
223,00:04:08.867,7466,00:04:13.300,7599
224,00:04:13.300,7599,00:04:14.100,7623
225,00:04:14.100,7623,00:04:15.033,7651
226,00:04:15.033,7651,00:04:16.300,7689
227,00:04:16.300,7689,00:04:16.800,7704
228,00:04:16.800,7704,00:04:17.533,7726
229,00:04:17.533,7726,00:04:18.633,7759
230,00:04:18.633,7759,00:04:19.333,7780
231,00:04:19.333,7780,00:04:20.233,7807
232,00:04:20.233,7807,00:04:21.167,7835
233,00:04:21.167,7835,00:04:22.233,7867
234,00:04:22.233,7867,00:04:23.167,7895
235,00:04:23.167,7895,00:04:24.000,7920
236,00:04:24.000,7920,00:04:25.333,7960
237,00:04:25.333,7960,00:04:27.200,8016
238,00:04:27.200,8016,00:04:28.800,8064
239,00:04:28.800,8064,00:04:31.400,8142
240,00:04:31.400,8142,00:04:32.967,8189
241,00:04:32.967,8189,00:04:34.367,8231
242,00:04:34.367,8231,00:04:37.667,8330
243,00:04:37.667,8330,00:04:38.833,8365
244,00:04:38.833,8365,00:04:40.767,8423
245,00:04:40.767,8423,00:04:42.533,8476
246,00:04:42.533,8476,00:04:44.567,8537
247,00:04:44.567,8537,00:04:46.867,8606
248,00:04:46.867,8606,00:04:47.567,8627
249,00:04:47.567,8627,00:04:48.233,8647
250,00:04:48.233,8647,00:04:49.800,8694
251,00:04:49.800,8694,00:04:50.800,8724
252,00:04:50.800,8724,00:04:51.867,8756
253,00:04:51.867,8756,00:04:52.600,8778
254,00:04:52.600,8778,00:04:53.367,8801
255,00:04:53.367,8801,00:04:54.833,8845
256,00:04:54.833,8845,00:04:56.533,8896
257,00:04:56.533,8896,00:04:58.200,8946
258,00:04:58.200,8946,00:04:59.500,8985
259,00:04:59.500,8985,00:05:00.100,9003
260,00:05:00.100,9003,00:05:00.600,9018
261,00:05:00.600,9018,00:05:01.500,9045
262,00:05:01.500,9045,00:05:02.267,9068
263,00:05:02.267,9068,00:05:02.767,9083
264,00:05:02.767,9083,00:05:03.300,9099
265,00:05:03.300,9099,00:05:05.733,9172
266,00:05:05.733,9172,00:05:07.933,9238
267,00:05:07.933,9238,00:05:09.633,9289
268,00:05:09.633,9289,00:05:10.867,9326
269,00:05:10.867,9326,00:05:11.767,9353
270,00:05:11.767,9353,00:05:12.600,9378
271,00:05:12.600,9378,00:05:13.567,9407
272,00:05:13.567,9407,00:05:14.467,9434
273,00:05:14.467,9434,00:05:17.867,9536
274,00:05:17.867,9536,00:05:19.233,9577
275,00:05:19.233,9577,00:05:23.700,9711
276,00:05:23.700,9711,00:05:25.833,9775
277,00:05:25.833,9775,00:05:27.000,9810
278,00:05:27.000,9810,00:05:28.033,9841
279,00:05:28.033,9841,00:05:28.667,9860
280,00:05:28.667,9860,00:05:29.400,9882
281,00:05:29.400,9882,00:05:30.867,9926
282,00:05:30.867,9926,00:05:32.800,9984
283,00:05:32.800,9984,00:05:33.467,10004
284,00:05:33.467,10004,00:05:34.133,10024
285,00:05:34.133,10024,00:05:34.767,10043
286,00:05:34.767,10043,00:05:37.000,10110
287,00:05:37.000,10110,00:05:37.633,10129
288,00:05:37.633,10129,00:05:38.367,10151
289,00:05:38.367,10151,00:05:39.500,10185
290,00:05:39.500,10185,00:05:42.633,10279
291,00:05:42.633,10279,00:05:44.133,10324
292,00:05:44.133,10324,00:05:45.633,10369
293,00:05:45.633,10369,00:05:47.733,10432
294,00:05:47.733,10432,00:05:50.533,10516
295,00:05:50.533,10516,00:05:52.467,10574
296,00:05:52.467,10574,00:05:54.733,10642
297,00:05:54.733,10642,00:05:55.800,10674
298,00:05:55.800,10674,00:05:56.633,10699
299,00:05:56.633,10699,00:05:57.567,10727
300,00:05:57.567,10727,00:05:58.133,10744
301,00:05:58.133,10744,00:05:59.067,10772
302,00:05:59.067,10772,00:05:59.833,10795
303,00:05:59.833,10795,00:06:00.400,10812
304,00:06:00.400,10812,00:06:01.067,10832
305,00:06:01.067,10832,00:06:01.733,10852
306,00:06:01.733,10852,00:06:02.833,10885
307,00:06:02.833,10885,00:06:03.500,10905
308,00:06:03.500,10905,00:06:04.267,10928
309,00:06:04.267,10928,00:06:05.433,10963
310,00:06:05.433,10963,00:06:06.733,11002
311,00:06:06.733,11002,00:06:07.233,11017
312,00:06:07.233,11017,00:06:09.033,11071
313,00:06:09.033,11071,00:06:10.133,11104
314,00:06:10.133,11104,00:06:10.700,11121
315,00:06:10.700,11121,00:06:11.533,11146
316,00:06:11.533,11146,00:06:12.533,11176
317,00:06:12.533,11176,00:06:13.967,11219
318,00:06:13.967,11219,00:06:15.033,11251
319,00:06:15.033,11251,00:06:15.700,11271
320,00:06:15.700,11271,00:06:16.600,11298
321,00:06:16.600,11298,00:06:18.633,11359
322,00:06:18.633,11359,00:06:20.033,11401
323,00:06:20.033,11401,00:06:21.100,11433
324,00:06:21.100,11433,00:06:22.700,11481
325,00:06:22.700,11481,00:06:24.500,11535
326,00:06:24.500,11535,00:06:25.800,11574
327,00:06:25.800,11574,00:06:26.600,11598
328,00:06:26.600,11598,00:06:27.267,11618
329,00:06:27.267,11618,00:06:28.433,11653
330,00:06:28.433,11653,00:06:28.933,11668
331,00:06:28.933,11668,00:06:29.433,11683
332,00:06:29.433,11683,00:06:30.000,11700
333,00:06:30.000,11700,00:06:30.733,11722
334,00:06:30.733,11722,00:06:31.467,11744
335,00:06:31.467,11744,00:06:33.933,11818
336,00:06:33.933,11818,00:06:35.067,11852
337,00:06:35.067,11852,00:06:37.400,11922
338,00:06:37.400,11922,00:06:38.233,11947
339,00:06:38.233,11947,00:06:39.867,11996
340,00:06:39.867,11996,00:06:41.533,12046
341,00:06:41.533,12046,00:06:42.400,12072
342,00:06:42.400,12072,00:06:45.433,12163
343,00:06:45.433,12163,00:06:46.233,12187
344,00:06:46.233,12187,00:06:48.033,12241
345,00:06:48.033,12241,00:06:49.533,12286
346,00:06:49.533,12286,00:06:50.400,12312
347,00:06:50.400,12312,00:06:51.033,12331
348,00:06:51.033,12331,00:06:52.633,12379
349,00:06:52.633,12379,00:06:54.967,12449
350,00:06:54.967,12449,00:06:57.100,12513
351,00:06:57.100,12513,00:06:59.867,12596
352,00:06:59.867,12596,00:07:01.033,12631
353,00:07:01.033,12631,00:07:01.667,12650
354,00:07:01.667,12650,00:07:02.267,12668
355,00:07:02.267,12668,00:07:02.767,12683
356,00:07:02.767,12683,00:07:03.300,12699
357,00:07:03.300,12699,00:07:03.833,12715
358,00:07:03.833,12715,00:07:04.767,12743
359,00:07:04.767,12743,00:07:06.333,12790
360,00:07:06.333,12790,00:07:07.733,12832
361,00:07:07.733,12832,00:07:08.833,12865
362,00:07:08.833,12865,00:07:09.400,12882
363,00:07:09.400,12882,00:07:10.333,12910
364,00:07:10.333,12910,00:07:11.233,12937
365,00:07:11.233,12937,00:07:11.733,12952
366,00:07:11.733,12952,00:07:12.600,12978
367,00:07:12.600,12978,00:07:14.033,13021
368,00:07:14.033,13021,00:07:14.633,13039
369,00:07:14.633,13039,00:07:15.267,13058
370,00:07:15.267,13058,00:07:16.733,13102
371,00:07:16.733,13102,00:07:17.600,13128
372,00:07:17.600,13128,00:07:18.100,13143
373,00:07:18.100,13143,00:07:18.700,13161
374,00:07:18.700,13161,00:07:19.200,13176
375,00:07:19.200,13176,00:07:20.033,13201
376,00:07:20.033,13201,00:07:21.133,13234
377,00:07:21.133,13234,00:07:22.567,13277
378,00:07:22.567,13277,00:07:24.433,13333
379,00:07:24.433,13333,00:07:25.200,13356
380,00:07:25.200,13356,00:07:25.933,13378
381,00:07:25.933,13378,00:07:26.600,13398
382,00:07:26.600,13398,00:07:27.100,13413
383,00:07:27.100,13413,00:07:27.667,13430
384,00:07:27.667,13430,00:07:29.367,13481
385,00:07:29.367,13481,00:07:30.500,13515
