Scene #, Start Time, Start Frame, End Time, End Frame
1,00:00:00.000,0,00:00:09.167,275
2,00:00:09.167,275,00:00:09.833,295
3,00:00:09.833,295,00:00:12.267,368
4,00:00:12.267,368,00:00:13.567,407
5,00:00:13.567,407,00:00:14.900,447
6,00:00:14.900,447,00:00:17.833,535
7,00:00:17.833,535,00:00:27.367,821
8,00:00:27.367,821,00:00:29.367,881
9,00:00:29.367,881,00:00:31.667,950
10,00:00:31.667,950,00:00:34.133,1024
11,00:00:34.133,1024,00:00:34.633,1039
12,00:00:34.633,1039,00:00:35.200,1056
13,00:00:35.200,1056,00:00:36.300,1089
14,00:00:36.300,1089,00:00:36.967,1109
15,00:00:36.967,1109,00:00:37.467,1124
16,00:00:37.467,1124,00:00:37.967,1139
17,00:00:37.967,1139,00:00:38.633,1159
18,00:00:38.633,1159,00:00:39.133,1174
19,00:00:39.133,1174,00:00:39.633,1189
20,00:00:39.633,1189,00:00:40.133,1204
21,00:00:40.133,1204,00:00:40.633,1219
22,00:00:40.633,1219,00:00:41.133,1234
23,00:00:41.133,1234,00:00:41.633,1249
24,00:00:41.633,1249,00:00:48.800,1464
25,00:00:48.800,1464,00:00:58.567,1757
26,00:00:58.567,1757,00:01:40.233,3007
27,00:01:40.233,3007,00:02:18.800,4164
28,00:02:18.800,4164,00:02:48.100,5043
29,00:02:48.100,5043,00:02:49.500,5085
30,00:02:49.500,5085,00:02:54.233,5227
31,00:02:54.233,5227,00:03:19.100,5973
32,00:03:19.100,5973,00:04:37.067,8312
33,00:04:37.067,8312,00:04:42.133,8464
34,00:04:42.133,8464,00:05:44.033,10321
35,00:05:44.033,10321,00:05:46.333,10390
36,00:05:46.333,10390,00:05:49.233,10477
37,00:05:49.233,10477,00:05:53.267,10598
38,00:05:53.267,10598,00:05:54.533,10636
39,00:05:54.533,10636,00:05:57.500,10725
40,00:05:57.500,10725,00:06:02.567,10877
41,00:06:02.567,10877,00:06:05.067,10952
42,00:06:05.067,10952,00:06:07.400,11022
43,00:06:07.400,11022,00:06:09.067,11072
44,00:06:09.067,11072,00:06:11.667,11150
45,00:06:11.667,11150,00:06:15.000,11250
46,00:06:15.000,11250,00:06:18.200,11346
47,00:06:18.200,11346,00:06:21.833,11455
48,00:06:21.833,11455,00:06:22.533,11476
49,00:06:22.533,11476,00:06:35.933,11878
50,00:06:35.933,11878,00:06:38.667,11960
51,00:06:38.667,11960,00:07:05.267,12758
52,00:07:05.267,12758,00:07:09.433,12883
53,00:07:09.433,12883,00:07:11.900,12957
54,00:07:11.900,12957,00:07:15.233,13057
55,00:07:15.233,13057,00:07:16.333,13090
56,00:07:16.333,13090,00:07:23.433,13303
57,00:07:23.433,13303,00:07:33.333,13600
58,00:07:33.333,13600,00:08:02.533,14476
59,00:08:02.533,14476,00:08:23.600,15108
60,00:08:23.600,15108,00:08:24.600,15138
61,00:08:24.600,15138,00:08:43.833,15715
62,00:08:43.833,15715,00:08:45.300,15759
63,00:08:45.300,15759,00:08:47.133,15814
64,00:08:47.133,15814,00:08:52.433,15973
65,00:08:52.433,15973,00:09:22.667,16880
66,00:09:22.667,16880,00:09:36.800,17304
67,00:09:36.800,17304,00:10:05.967,18179
68,00:10:05.967,18179,00:10:06.567,18197
69,00:10:06.567,18197,00:10:07.067,18212
70,00:10:07.067,18212,00:10:10.267,18308
71,00:10:10.267,18308,00:10:13.267,18398
72,00:10:13.267,18398,00:10:22.033,18661
