Scene #, Start Time, Start Frame, End Time, End Frame
1,00:00:00.000,0,00:00:03.833,115
2,00:00:03.833,115,00:00:05.033,151
3,00:00:05.033,151,00:00:05.667,170
4,00:00:05.667,170,00:00:06.267,188
5,00:00:06.267,188,00:00:07.033,211
6,00:00:07.033,211,00:00:08.467,254
7,00:00:08.467,254,00:00:11.300,339
8,00:00:11.300,339,00:00:13.467,404
9,00:00:13.467,404,00:00:14.467,434
10,00:00:14.467,434,00:00:15.867,476
11,00:00:15.867,476,00:00:16.667,500
12,00:00:16.667,500,00:00:17.867,536
13,00:00:17.867,536,00:00:18.667,560
14,00:00:18.667,560,00:00:23.100,693
15,00:00:23.100,693,00:00:24.100,723
16,00:00:24.100,723,00:00:24.867,746
17,00:00:24.867,746,00:00:25.800,774
18,00:00:25.800,774,00:00:31.100,933
19,00:00:31.100,933,00:00:32.700,981
20,00:00:32.700,981,00:00:33.700,1011
21,00:00:33.700,1011,00:00:34.200,1026
22,00:00:34.200,1026,00:00:35.433,1063
23,00:00:35.433,1063,00:00:37.200,1116
24,00:00:37.200,1116,00:00:38.533,1156
25,00:00:38.533,1156,00:00:44.100,1323
26,00:00:44.100,1323,00:00:45.500,1365
27,00:00:45.500,1365,00:00:46.300,1389
28,00:00:46.300,1389,00:00:46.833,1405
29,00:00:46.833,1405,00:00:47.433,1423
30,00:00:47.433,1423,00:00:47.933,1438
31,00:00:47.933,1438,00:00:49.867,1496
32,00:00:49.867,1496,00:00:50.667,1520
33,00:00:50.667,1520,00:00:52.133,1564
34,00:00:52.133,1564,00:00:52.633,1579
35,00:00:52.633,1579,00:00:54.000,1620
36,00:00:54.000,1620,00:00:56.200,1686
37,00:00:56.200,1686,00:00:58.933,1768
38,00:00:58.933,1768,00:01:04.000,1920
39,00:01:04.000,1920,00:01:05.500,1965
40,00:01:05.500,1965,00:01:06.033,1981
41,00:01:06.033,1981,00:01:06.633,1999
42,00:01:06.633,1999,00:01:07.433,2023
43,00:01:07.433,2023,00:01:08.033,2041
